gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS06330	WP_087920760.1		Rap family tetratricopeptide repeat protein
gene-ACSAL1_RS06335	WP_003154881.1		PhrA family phosphatase inhibitor
gene-ACSAL1_RS06340	WP_209388136.1		N-acetylmuramoyl-L-alanine amidase
gene-ACSAL1_RS06345	WP_007610770.1		PH domain-containing protein
gene-ACSAL1_RS06350	WP_209388137.1		poly-gamma-glutamate hydrolase family protein
gene-ACSAL1_RS06355	WP_014417517.1		ImmA/IrrE family metallo-endopeptidase
gene-ACSAL1_RS06360	WP_003154871.1	xre	HTH-type transcriptional regulator Xre
gene-ACSAL1_RS06365	WP_014417518.1		hypothetical protein
gene-ACSAL1_RS06370	WP_209388138.1		phage portal protein
gene-ACSAL1_RS06375	WP_044802859.1		ATP-binding protein
gene-ACSAL1_RS06380	WP_003154863.1		hypothetical protein
gene-ACSAL1_RS06385	WP_014417522.1		hypothetical protein
gene-ACSAL1_RS06390	WP_003154859.1		XtrA/YqaO family protein
gene-ACSAL1_RS06395	WP_007407279.1		sigma-70 family RNA polymerase sigma factor
gene-ACSAL1_RS06400	WP_072177407.1		terminase small subunit
gene-ACSAL1_RS06405	WP_209388139.1		PBSX family phage terminase large subunit
gene-ACSAL1_RS06410	WP_094296112.1		phage portal protein
gene-ACSAL1_RS06415	WP_007407275.1		XkdF-like putative serine protease domain-containing protein
gene-ACSAL1_RS06420	WP_053104250.1		phage major capsid protein
gene-ACSAL1_RS06425	WP_015417287.1	yqbG	protein YqbG
gene-ACSAL1_RS06430	WP_022553487.1		DUF3599 family protein
gene-ACSAL1_RS06435	WP_128496595.1		HK97 gp10 family phage protein
gene-ACSAL1_RS06440	WP_029973074.1		hypothetical protein
gene-ACSAL1_RS06445	WP_007610809.1		YqzN/YkzM domain-containing protein
gene-ACSAL1_RS06450	WP_209388140.1		phage tail sheath family protein
gene-ACSAL1_RS06455	WP_003154837.1		phage tail tube protein
gene-ACSAL1_RS06460	WP_003154836.1		phage tail assembly chaperone
gene-ACSAL1_RS06465	WP_015239684.1		hypothetical protein
gene-ACSAL1_RS06470	WP_209388141.1		transglycosylase SLT domain-containing protein
gene-ACSAL1_RS06475	WP_209388142.1		LysM peptidoglycan-binding domain-containing protein
gene-ACSAL1_RS06480	WP_209388143.1		XkdQ/YqbQ family protein
gene-ACSAL1_RS06485	WP_209388144.1		DUF2577 family protein
gene-ACSAL1_RS06490	WP_020955689.1		DUF2634 domain-containing protein
gene-ACSAL1_RS06495	WP_021493826.1		baseplate J/gp47 family protein
gene-ACSAL1_RS06500	WP_007407262.1		YmfQ family protein
gene-ACSAL1_RS06505	WP_003154822.1		hypothetical protein
gene-ACSAL1_RS06510	WP_209388145.1		hypothetical protein
gene-ACSAL1_RS06515	WP_029973065.1		XkdW family protein
gene-ACSAL1_RS06520	WP_007610833.1		XkdX family protein
gene-ACSAL1_RS06525	WP_209388146.1		phage portal protein
gene-ACSAL1_RS06530	WP_003154815.1		hemolysin XhlA family protein
gene-ACSAL1_RS06535	WP_003154813.1		phage holin
gene-ACSAL1_RS06540	WP_007407257.1		N-acetylmuramoyl-L-alanine amidase
gene-ACSAL1_RS06545	WP_003154809.1		hypothetical protein
gene-ACSAL1_RS06550	WP_003154807.1		type II toxin-antitoxin system SpoIISB family antitoxin
gene-ACSAL1_RS06555	WP_007407256.1		type II toxin-antitoxin system SpoIISA family toxin
gene-ACSAL1_RS06560	WP_003154805.1		inorganic phosphate transporter
gene-ACSAL1_RS06565	WP_003154804.1		DUF47 domain-containing protein
gene-ACSAL1_RS06570	WP_007610842.1		APC family permease
gene-ACSAL1_RS06575	WP_209388147.1		ring-cleaving dioxygenase
gene-ACSAL1_RS06580	WP_209388148.1		ArnT family glycosyltransferase
gene-ACSAL1_RS06585	WP_025649641.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS06590	WP_164906833.1		hypothetical protein
gene-ACSAL1_RS06595	WP_025649642.1	htrA	serine protease HtrA
gene-ACSAL1_RS06600	WP_209388149.1		MFS transporter
gene-ACSAL1_RS06605	WP_007407248.1		M55 family metallopeptidase
gene-ACSAL1_RS06610	WP_007610853.1		ABC transporter permease
gene-ACSAL1_RS06615	WP_003154782.1		ABC transporter permease
gene-ACSAL1_RS06620	WP_209388150.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS06625	WP_209388151.1		peptide ABC transporter substrate-binding protein
gene-ACSAL1_RS06630	WP_481748176.1		S66 peptidase family protein
gene-ACSAL1_RS06635	WP_209388152.1		mandelate racemase/muconate lactonizing enzyme family protein
gene-ACSAL1_RS06640	WP_209388153.1		C40 family peptidase
gene-ACSAL1_RS06645	WP_209388154.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS06650	WP_094295704.1		lactonase family protein
gene-ACSAL1_RS06655	WP_209388155.1		dimethylarginine dimethylaminohydrolase family protein
gene-ACSAL1_RS06660	WP_021493808.1		acyl-CoA thioesterase
gene-ACSAL1_RS06665	WP_209388156.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS06670	WP_007407236.1		DMT family transporter
gene-ACSAL1_RS06675	WP_007407235.1		DMT family transporter
gene-ACSAL1_RS06680	WP_003154764.1	purU	formyltetrahydrofolate deformylase
gene-ACSAL1_RS06685	WP_209388331.1	proB	glutamate 5-kinase
gene-ACSAL1_RS06690	WP_209388157.1	proA	glutamate-5-semialdehyde dehydrogenase
gene-ACSAL1_RS06695	WP_007610880.1		organic hydroperoxide resistance protein
gene-ACSAL1_RS06700	WP_014417547.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS06705	WP_003154758.1	ohrB	organic hydroperoxide resistance protein OhrB
gene-ACSAL1_RS06710	WP_014417549.1		alpha-helical endospore appendage domain-containing protein
gene-ACSAL1_RS06715	WP_209388158.1		hypothetical protein
gene-ACSAL1_RS06720	WP_094295707.1		glycosyltransferase
gene-ACSAL1_RS06725	WP_209388159.1		BclA C-terminal domain-containing protein
gene-ACSAL1_RS06730	WP_014417553.1		MFS transporter
gene-ACSAL1_RS06735	WP_209388160.1	yeiL	transcriptional regulator YeiL
gene-ACSAL1_RS06740	WP_209388161.1	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
gene-ACSAL1_RS06745	WP_014417556.1		S8 family peptidase
gene-ACSAL1_RS06750	WP_209388162.1		STAS domain-containing protein
gene-ACSAL1_RS06755	WP_053285014.1		energy-coupling factor transporter transmembrane component T family protein
gene-ACSAL1_RS06760	WP_209388163.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS06765	WP_014417560.1		ECF transporter S component
gene-ACSAL1_RS06770	WP_095271697.1		glycoside hydrolase family 18 protein
gene-ACSAL1_RS06775	WP_003154740.1		transcriptional regulator SplA domain-containing protein
gene-ACSAL1_RS06780	WP_012117400.1	mgtE	magnesium transporter
gene-ACSAL1_RS06785	WP_003154734.1		MerR family transcriptional regulator
gene-ACSAL1_RS06790	WP_003154733.1		hypothetical protein
gene-ACSAL1_RS06795	WP_003154731.1	fbpA	Fur-regulated basic protein FbpA
gene-ACSAL1_RS06800	WP_007610911.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS06805	WP_007407215.1		YkoP family protein
gene-ACSAL1_RS06810	WP_209388164.1		DNA ligase D
gene-ACSAL1_RS06815	WP_007610913.1	ku	non-homologous end joining protein Ku
gene-ACSAL1_RS06820	WP_369878818.1		DedA family protein
gene-ACSAL1_RS06825	WP_209388165.1		TerC family protein
gene-ACSAL1_RS06830	WP_209388166.1	sigI	RNA polymerase sigma factor SigI
gene-ACSAL1_RS06835	WP_103526947.1		anti-sigma factor domain-containing protein
gene-ACSAL1_RS06840	WP_003154717.1		alpha/beta-type small acid-soluble spore protein
gene-ACSAL1_RS06845	WP_012117404.1		DUF1836 domain-containing protein
gene-ACSAL1_RS06850	WP_007407207.1	htpX	protease HtpX
gene-ACSAL1_RS06855	WP_007408478.1		TrkH family potassium uptake protein
gene-ACSAL1_RS06860	WP_072177543.1		DUF421 domain-containing protein
gene-ACSAL1_RS06865	WP_007610936.1		hypothetical protein
gene-ACSAL1_RS06870	WP_021493788.1		acyltransferase family protein
gene-ACSAL1_RS06875	WP_209388167.1		PAS domain-containing sensor histidine kinase
gene-ACSAL1_RS06880	WP_007610941.1		methylated-DNA--[protein]-cysteine S-methyltransferase
gene-ACSAL1_RS06885	WP_017417644.1	mtnA	S-methyl-5-thioribose-1-phosphate isomerase
gene-ACSAL1_RS06890	WP_014417574.1	mtnK	S-methyl-5-thioribose kinase
gene-ACSAL1_RS06895	WP_003154702.1		carbon-nitrogen family hydrolase
gene-ACSAL1_RS06900	WP_209388168.1		pyridoxal phosphate-dependent aminotransferase
gene-ACSAL1_RS06905	WP_029974834.1	mtnW	2%2C3-diketo-5-methylthiopentyl-1-phosphate enolase
gene-ACSAL1_RS06910	WP_209388169.1	mtnX	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
gene-ACSAL1_RS06915	WP_022553436.1		methylthioribulose 1-phosphate dehydratase
gene-ACSAL1_RS06920	WP_029974828.1		1%2C2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
gene-ACSAL1_RS06925	WP_003154690.1	spo0E	aspartyl-phosphate phosphatase Spo0E
gene-ACSAL1_RS06930	WP_029974827.1	kinD	sporulation kinase KinD
gene-ACSAL1_RS06935	WP_003154686.1	mhqR	MarR family transcriptional regulator MhqR
gene-ACSAL1_RS06940	WP_017417652.1	motB	flagellar motor protein MotB
gene-ACSAL1_RS06945	WP_007408461.1	motA	flagellar motor stator protein MotA
gene-ACSAL1_RS06950	WP_017417653.1	clpE	ATP-dependent protease ATP-binding subunit ClpE
gene-ACSAL1_RS06955	WP_209388170.1		YkvI family membrane protein
gene-ACSAL1_RS06960	WP_209388171.1		hypothetical protein
gene-ACSAL1_RS06965	WP_003154679.1	queC	7-cyano-7-deazaguanine synthase QueC
gene-ACSAL1_RS06970	WP_014417585.1	queD	6-carboxytetrahydropterin synthase QueD
gene-ACSAL1_RS06975	WP_003154676.1	queE	7-carboxy-7-deazaguanine synthase QueE
gene-ACSAL1_RS06980	WP_003154673.1	queF	preQ(1) synthase
gene-ACSAL1_RS06985	WP_209388172.1		hypothetical protein
gene-ACSAL1_RS06990	WP_007611023.1		winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS06995	WP_209388173.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS07000			tunnelling fold family protein
gene-ACSAL1_RS07005	WP_209388174.1		DUF3219 family protein
gene-ACSAL1_RS07010	WP_003154669.1		YkvS family protein
gene-ACSAL1_RS07015	WP_014304905.1		hypothetical protein
gene-ACSAL1_RS07020	WP_014417591.1		cell wall hydrolase
gene-ACSAL1_RS07025	WP_003154663.1		polysaccharide biosynthesis protein
gene-ACSAL1_RS07030	WP_209388175.1	stoA	endospore biogenesis thiol-disulfide oxidoreductase StoA
gene-ACSAL1_RS07035	WP_202331656.1		heavy metal translocating P-type ATPase
gene-ACSAL1_RS07040	WP_209388176.1		M24 family metallopeptidase
gene-ACSAL1_RS07045	WP_014721086.1		hypothetical protein
gene-ACSAL1_RS07050	WP_209388177.1		LacI family DNA-binding transcriptional regulator
gene-ACSAL1_RS07055	WP_012117426.1	glcT	glucose PTS transporter transcription antiterminator GlcT
gene-ACSAL1_RS07060	WP_007409599.1	ptsG	glucose-specific PTS transporter subunit IIBC
gene-ACSAL1_RS07065	WP_003154654.1		phosphocarrier protein HPr
gene-ACSAL1_RS07070	WP_159354085.1	ptsP	phosphoenolpyruvate--protein phosphotransferase
gene-ACSAL1_RS07075	WP_003154646.1	splA	splAB operon transcriptional regulator SplA
gene-ACSAL1_RS07080	WP_003154644.1	splB	spore photoproduct lyase
gene-ACSAL1_RS07085	WP_209388178.1		methyl-accepting chemotaxis protein
gene-ACSAL1_RS07090	WP_043021224.1		NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS07095	WP_481748178.1		ATP-dependent Clp protease proteolytic subunit
gene-ACSAL1_RS07100	WP_079891065.1		hypothetical protein
gene-ACSAL1_RS07105			P-II family nitrogen regulator
gene-ACSAL1_RS07110	WP_209388179.1		CAP domain-containing protein
gene-ACSAL1_RS07115	WP_209388180.1		peptidoglycan D%2CD-transpeptidase FtsI family protein
gene-ACSAL1_RS07120	WP_021493759.1		PAS domain-containing protein
gene-ACSAL1_RS07125			aminotransferase A
gene-ACSAL1_RS07130	WP_007409608.1		hypothetical protein
gene-ACSAL1_RS07135	WP_014417604.1	cheV	chemotaxis protein CheV
gene-ACSAL1_RS07140	WP_003154622.1		YkyB family protein
gene-ACSAL1_RS07145	WP_014417606.1		MFS transporter
gene-ACSAL1_RS07150	WP_088056573.1		L%2CD-transpeptidase family protein
gene-ACSAL1_RS07155	WP_209388181.1		metallophosphoesterase
gene-ACSAL1_RS07160	WP_014417609.1	fadH	2%2C4-dienoyl-CoA reductase
gene-ACSAL1_RS07165	WP_014417610.1		hypothetical protein
gene-ACSAL1_RS07170	WP_209388182.1		EAL domain-containing protein
gene-ACSAL1_RS07175	WP_003154613.1		YkuJ family protein
gene-ACSAL1_RS07180	WP_012117439.1		ribonuclease H-like YkuK family protein
gene-ACSAL1_RS07185	WP_003154609.1	abbA	antirepressor AbbA
gene-ACSAL1_RS07190	WP_209388183.1	cbpB	cyclic-di-AMP-binding protein CbpB
gene-ACSAL1_RS07195	WP_007611101.1	ccpC	transcriptional regulator CcpC
gene-ACSAL1_RS07200	WP_012117440.1		flavodoxin
gene-ACSAL1_RS07205	WP_029973678.1		WD40/YVTN/BNR-like repeat-containing protein
gene-ACSAL1_RS07210	WP_007409622.1		flavodoxin
gene-ACSAL1_RS07215	WP_007409623.1	dapD	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
gene-ACSAL1_RS07220	WP_017417680.1		N-acetyldiaminopimelate deacetylase
gene-ACSAL1_RS07225	WP_209388184.1		YkuS family protein
gene-ACSAL1_RS07230	WP_021493755.1		mechanosensitive ion channel family protein
gene-ACSAL1_RS07235	WP_014417617.1		TlpA disulfide reductase family protein
gene-ACSAL1_RS07240	WP_003154591.1	rok	transcriptional regulator Rok
gene-ACSAL1_RS07245	WP_021493753.1		coiled-coil domain-containing protein
gene-ACSAL1_RS07250	WP_025649507.1		molybdenum cofactor guanylyltransferase
gene-ACSAL1_RS07255	WP_007611113.1		molybdopterin-synthase adenylyltransferase MoeB
gene-ACSAL1_RS07260	WP_209388185.1		molybdopterin molybdotransferase MoeA
gene-ACSAL1_RS07265	WP_029973679.1	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B
gene-ACSAL1_RS07270	WP_007611116.1		molybdenum cofactor biosynthesis protein MoaE
gene-ACSAL1_RS07275	WP_007409633.1	moaD	molybdopterin converting factor subunit 1
gene-ACSAL1_RS07280	WP_014417624.1	yknW	YknW family membrane protein
gene-ACSAL1_RS07285	WP_061862144.1		efflux RND transporter periplasmic adaptor subunit
gene-ACSAL1_RS07290	WP_209388186.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS07295	WP_014417626.1		ABC transporter permease
gene-ACSAL1_RS07300	WP_014417627.1		DeoR/GlpR family DNA-binding transcription regulator
gene-ACSAL1_RS07305	WP_014417628.1	pfkB	1-phosphofructokinase
gene-ACSAL1_RS07310	WP_205160640.1		PTS fructose transporter subunit IIABC
gene-ACSAL1_RS07315	WP_003154568.1	sipT	signal peptidase I sipT
gene-ACSAL1_RS07320	WP_017417691.1		hypothetical protein
gene-ACSAL1_RS07325	WP_007409642.1		ABC-F family ATP-binding cassette domain-containing protein
gene-ACSAL1_RS07330	WP_209388187.1		ketopantoate reductase family protein
gene-ACSAL1_RS07335	WP_007409644.1		aminopeptidase
gene-ACSAL1_RS07340	WP_003154559.1		protein YkpC
gene-ACSAL1_RS07345	WP_014417632.1	mreBH	cell shape-determining protein MreBH
gene-ACSAL1_RS07350	WP_024085249.1	abhA	transcriptional regulator AbhA
gene-ACSAL1_RS07355	WP_095271806.1		ATP-binding protein
gene-ACSAL1_RS07360	WP_014417635.1		gamma-glutamylcyclotransferase family protein
gene-ACSAL1_RS07365	WP_100261756.1	ktrC	Ktr system potassium transporter KtrC
gene-ACSAL1_RS07370	WP_209388188.1	ade	adenine deaminase
gene-ACSAL1_RS07375	WP_003154550.1	rnjA	ribonuclease J1
gene-ACSAL1_RS07380	WP_003154548.1		DNA-dependent RNA polymerase subunit epsilon
gene-ACSAL1_RS07385	WP_015239775.1		Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS07390	WP_003154544.1	def	peptide deformylase
gene-ACSAL1_RS07395	WP_007409651.1		YjcZ family sporulation protein
gene-ACSAL1_RS07400	WP_209388334.1		YkyA family protein
gene-ACSAL1_RS07405	WP_209388189.1	fabD	ACP S-malonyltransferase
gene-ACSAL1_RS07410	WP_209388190.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS07415	WP_209388191.1		type I polyketide synthase
gene-ACSAL1_RS07420	WP_209388192.1		type I polyketide synthase
gene-ACSAL1_RS07425	WP_209388193.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS07430	WP_209388194.1		type I polyketide synthase
gene-ACSAL1_RS07435	WP_209388335.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS07440	WP_209388195.1		alpha/beta fold hydrolase
gene-ACSAL1_RS07445	WP_014417648.1		serine hydrolase domain-containing protein
gene-ACSAL1_RS07450	WP_007611171.1	pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
gene-ACSAL1_RS07455	WP_003154528.1	pdhB	pyruvate dehydrogenase complex E1 component subunit beta
gene-ACSAL1_RS07460	WP_014417649.1	pdhC	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
gene-ACSAL1_RS07465	WP_007409663.1	lpdA	dihydrolipoyl dehydrogenase
gene-ACSAL1_RS07470	WP_014417650.1		hypothetical protein
gene-ACSAL1_RS07475	WP_209388196.1		polysaccharide deacetylase family protein
gene-ACSAL1_RS07480	WP_003154518.1		GapA-binding peptide SR1P
gene-ACSAL1_RS07485	WP_209388197.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
gene-ACSAL1_RS07490	WP_007409667.1		UPF0223 family protein
gene-ACSAL1_RS07495	WP_007409668.1		DUF1054 domain-containing protein
gene-ACSAL1_RS07500	WP_003154513.1		hypothetical protein
gene-ACSAL1_RS07505	WP_017417710.1	suhB	inositol-1-monophosphatase
gene-ACSAL1_RS07510	WP_014417654.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS07515	WP_100261765.1		M4 family metallopeptidase
gene-ACSAL1_RS07520	WP_209388198.1		hypothetical protein
gene-ACSAL1_RS07525	WP_017417713.1		hypothetical protein
gene-ACSAL1_RS07530	WP_209388199.1		sigma-70 family RNA polymerase sigma factor
gene-ACSAL1_RS07535	WP_007409673.1		anti-sigma factor family protein
gene-ACSAL1_RS07540	WP_014417656.1		hypothetical protein
gene-ACSAL1_RS07545	WP_003154504.1		YlaF family protein
gene-ACSAL1_RS07550	WP_014417657.1	typA	translational GTPase TypA
gene-ACSAL1_RS07555	WP_209388200.1		YlaH-like family protein
gene-ACSAL1_RS07560	WP_209388201.1		YlaI family protein
gene-ACSAL1_RS07565	WP_012117484.1		YhcN/YlaJ family sporulation lipoprotein
gene-ACSAL1_RS07570	WP_014417660.1		PhoH family protein
gene-ACSAL1_RS07575	WP_209388202.1		peptidyl-prolyl cis-trans isomerase
gene-ACSAL1_RS07580	WP_209388336.1	glsA	glutaminase A
gene-ACSAL1_RS07585	WP_003154494.1		Fpa/YlaN family protein
gene-ACSAL1_RS07590	WP_014417696.1		FtsW/RodA/SpoVE family cell cycle protein
gene-ACSAL1_RS07595	WP_167409073.1	pyc	pyruvate carboxylase
gene-ACSAL1_RS07600	WP_209388203.1	ctaA	heme A synthase CtaA
gene-ACSAL1_RS07605	WP_003154486.1	cyoE	heme o synthase
gene-ACSAL1_RS07610	WP_014417699.1	coxB	cytochrome c oxidase subunit II
gene-ACSAL1_RS07615	WP_007611227.1	ctaD	cytochrome c oxidase subunit I
gene-ACSAL1_RS07620	WP_003154482.1	ctaE	cytochrome c oxidase subunit III
gene-ACSAL1_RS07625	WP_007409686.1	ctaF	cytochrome c oxidase subunit IVB
gene-ACSAL1_RS07630	WP_021493723.1	ctaG	cytochrome c oxidase assembly factor CtaG
gene-ACSAL1_RS07635	WP_007409688.1		YugN family protein
gene-ACSAL1_RS07640	WP_209388204.1		CBS domain-containing protein
gene-ACSAL1_RS07645	WP_014417703.1		CAP domain-containing protein
gene-ACSAL1_RS07650	WP_014417704.1		YlbD family protein
gene-ACSAL1_RS07655	WP_003154475.1		YlbE-like family protein
gene-ACSAL1_RS07660	WP_003154472.1	ricF	regulatory iron-sulfur-containing complex subunit RicF
gene-ACSAL1_RS07665	WP_014417705.1		YlbG family protein
gene-ACSAL1_RS07670	WP_007409693.1	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
gene-ACSAL1_RS07675	WP_014417707.1	coaD	pantetheine-phosphate adenylyltransferase
gene-ACSAL1_RS07680	WP_022553383.1	ylbJ	sporulation integral membrane protein YlbJ
gene-ACSAL1_RS07685	WP_061862165.1		patatin family protein
gene-ACSAL1_RS07690	WP_014417709.1		SepM family pheromone-processing serine protease
gene-ACSAL1_RS07695	WP_209388205.1		nucleotidyltransferase
gene-ACSAL1_RS07700	WP_209388206.1		YceD family protein
gene-ACSAL1_RS07705	WP_003154457.1	rpmF	50S ribosomal protein L32
gene-ACSAL1_RS07710	WP_003154450.1	gerR	sporulation-specific transcriptional regulator GerR
gene-ACSAL1_RS07715	WP_007611262.1		N-acetyltransferase
gene-ACSAL1_RS07720	WP_014417713.1		2-dehydropantoate 2-reductase
gene-ACSAL1_RS07725	WP_209388207.1	bshC	bacillithiol biosynthesis cysteine-adding enzyme BshC
gene-ACSAL1_RS07730	WP_007409703.1	mraZ	division/cell wall cluster transcriptional repressor MraZ
gene-ACSAL1_RS07735	WP_007409704.1	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
gene-ACSAL1_RS07740	WP_017417731.1	ftsL	cell division protein FtsL
gene-ACSAL1_RS07745	WP_209388208.1	pbpB	penicillin-binding protein 2B
gene-ACSAL1_RS07750	WP_003154438.1		stage V sporulation protein D
gene-ACSAL1_RS07755	WP_017417733.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
