gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS07600	WP_020451149.1	motA	flagellar motor stator protein MotA
gene-ACZ0AN_RS07605	WP_146873438.1		ATP-dependent Clp protease ATP-binding subunit
gene-ACZ0AN_RS07610	WP_020451151.1		YkvI family membrane protein
gene-ACZ0AN_RS07615	WP_075213206.1	queC	7-cyano-7-deazaguanine synthase QueC
gene-ACZ0AN_RS07620	WP_463315678.1	queD	6-carboxytetrahydropterin synthase QueD
gene-ACZ0AN_RS07625	WP_075213208.1	queE	7-carboxy-7-deazaguanine synthase QueE
gene-ACZ0AN_RS07630	WP_009328607.1	queF	preQ(1) synthase
gene-ACZ0AN_RS07635	WP_095290338.1		hypothetical protein
gene-ACZ0AN_RS07640	WP_095290340.1		hypothetical protein
gene-ACZ0AN_RS07645			hypothetical protein
gene-ACZ0AN_RS07650	WP_249726542.1		DUF3967 domain-containing protein
gene-ACZ0AN_RS07655	WP_095290342.1		DinB family protein
gene-ACZ0AN_RS07660	WP_023857306.1		DUF817 domain-containing protein
gene-ACZ0AN_RS07665	WP_020451161.1		helix-turn-helix domain-containing protein
gene-ACZ0AN_RS07670	WP_026579803.1		DUF2975 domain-containing protein
gene-ACZ0AN_RS07675	WP_020451163.1		hypothetical protein
gene-ACZ0AN_RS07680	WP_095290344.1		lipase
gene-ACZ0AN_RS07685			DUF1433 domain-containing protein
gene-ACZ0AN_RS07690	WP_095290346.1		hypothetical protein
gene-ACZ0AN_RS07695	WP_095290348.1		DUF1672 family protein
gene-ACZ0AN_RS07700	WP_003181225.1		YkvS family protein
gene-ACZ0AN_RS07705	WP_371268714.1		hypothetical protein
gene-ACZ0AN_RS07710	WP_020451169.1		cell wall hydrolase
gene-ACZ0AN_RS07715	WP_020451170.1		polysaccharide biosynthesis protein
gene-ACZ0AN_RS07720	WP_095290351.1	stoA	endospore biogenesis thiol-disulfide oxidoreductase StoA
gene-ACZ0AN_RS07725	WP_095290353.1		heavy metal translocating P-type ATPase
gene-ACZ0AN_RS07730	WP_095290355.1		M24 family metallopeptidase
gene-ACZ0AN_RS07735	WP_003181237.1		hypothetical protein
gene-ACZ0AN_RS07740	WP_023857300.1		NPP1 family protein
gene-ACZ0AN_RS07745	WP_095290357.1		LacI family DNA-binding transcriptional regulator
gene-ACZ0AN_RS07750	WP_003181243.1	glcT	glucose PTS transporter transcription antiterminator GlcT
gene-ACZ0AN_RS07755	WP_020451176.1	ptsG	glucose-specific PTS transporter subunit IIBC
gene-ACZ0AN_RS07760	WP_003181247.1		phosphocarrier protein HPr
gene-ACZ0AN_RS07765	WP_020451177.1	ptsP	phosphoenolpyruvate--protein phosphotransferase
gene-ACZ0AN_RS07770	WP_023857298.1		transcriptional regulator SplA domain-containing protein
gene-ACZ0AN_RS07775	WP_023857297.1	splB	spore photoproduct lyase
gene-ACZ0AN_RS07780	WP_023857296.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS07785			HAMP domain-containing protein
gene-ACZ0AN_RS07790	WP_371268715.1		methyl-accepting chemotaxis protein
gene-ACZ0AN_RS07795	WP_023857294.1		SDR family oxidoreductase
gene-ACZ0AN_RS07800	WP_095290363.1		NAD(P)-dependent oxidoreductase
gene-ACZ0AN_RS07805	WP_095290365.1		CAP domain-containing protein
gene-ACZ0AN_RS07810	WP_095290367.1		peptidoglycan D%2CD-transpeptidase FtsI family protein
gene-ACZ0AN_RS07815	WP_075213216.1		PAS domain-containing protein
gene-ACZ0AN_RS07820			aminotransferase A
gene-ACZ0AN_RS07825	WP_165583461.1		hypothetical protein
gene-ACZ0AN_RS07830	WP_020451188.1		RDD family protein
gene-ACZ0AN_RS07835	WP_095290369.1		MFS transporter
gene-ACZ0AN_RS07840	WP_020451190.1		chemotaxis protein
gene-ACZ0AN_RS07845	WP_020451191.1		YkyB family protein
gene-ACZ0AN_RS07850	WP_020451192.1		MFS transporter
gene-ACZ0AN_RS07855	WP_020451193.1		L%2CD-transpeptidase family protein
gene-ACZ0AN_RS07860	WP_095290371.1		metallophosphoesterase
gene-ACZ0AN_RS07865	WP_095290373.1	fadH	2%2C4-dienoyl-CoA reductase
gene-ACZ0AN_RS07870	WP_020451196.1		EAL domain-containing protein
gene-ACZ0AN_RS07875	WP_205802237.1		DUF3993 domain-containing protein
gene-ACZ0AN_RS07880	WP_003181299.1		YkuJ family protein
gene-ACZ0AN_RS07885	WP_020451198.1		hypothetical protein
gene-ACZ0AN_RS07890	WP_020451199.1		ribonuclease H-like YkuK family protein
gene-ACZ0AN_RS07895	WP_003181305.1	abbA	antirepressor AbbA
gene-ACZ0AN_RS07900	WP_020451200.1	cbpB	cyclic-di-AMP-binding protein CbpB
gene-ACZ0AN_RS07905	WP_023857289.1		LysR family transcriptional regulator
gene-ACZ0AN_RS07910	WP_020451202.1		flavodoxin
gene-ACZ0AN_RS07915	WP_212110497.1		WD40/YVTN/BNR-like repeat-containing protein
gene-ACZ0AN_RS07920	WP_020451204.1		flavodoxin
gene-ACZ0AN_RS07925	WP_065644039.1	dapD	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
gene-ACZ0AN_RS07930	WP_065644040.1		N-acetyldiaminopimelate deacetylase
gene-ACZ0AN_RS07935	WP_003181323.1		YkuS family protein
gene-ACZ0AN_RS07940	WP_020451207.1	ahpA	biofilm-specific peroxidase AhpA
gene-ACZ0AN_RS07945	WP_020451208.1		redoxin domain-containing protein
gene-ACZ0AN_RS07950	WP_020451209.1	rok	transcriptional regulator Rok
gene-ACZ0AN_RS07955	WP_023857286.1		coiled-coil domain-containing protein
gene-ACZ0AN_RS07960	WP_023857285.1	mobA	molybdenum cofactor guanylyltransferase
gene-ACZ0AN_RS07965	WP_026579783.1		molybdopterin-synthase adenylyltransferase MoeB
gene-ACZ0AN_RS07970	WP_020451213.1		molybdopterin molybdotransferase MoeA
gene-ACZ0AN_RS07975	WP_020451214.1	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B
gene-ACZ0AN_RS07980	WP_020451215.1		molybdenum cofactor biosynthesis protein MoaE
gene-ACZ0AN_RS07985	WP_023857283.1	moaD	molybdopterin converting factor subunit 1
gene-ACZ0AN_RS07990	WP_020451217.1		Rok-like winged helix domain-containing protein
gene-ACZ0AN_RS07995	WP_023857282.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS08000	WP_463315679.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS08005	WP_020451220.1	yknW	YknW family membrane protein
gene-ACZ0AN_RS08010	WP_026579781.1		efflux RND transporter periplasmic adaptor subunit
gene-ACZ0AN_RS08015	WP_026579780.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS08020	WP_020451223.1		ABC transporter permease
gene-ACZ0AN_RS08025	WP_020451224.1	yknW	YknW family membrane protein
gene-ACZ0AN_RS08030	WP_020451225.1		DeoR/GlpR family DNA-binding transcription regulator
gene-ACZ0AN_RS08035	WP_026579779.1	pfkB	1-phosphofructokinase
gene-ACZ0AN_RS08040	WP_020451227.1		PTS fructose transporter subunit IIABC
gene-ACZ0AN_RS08045	WP_020451228.1	lepB	signal peptidase I
gene-ACZ0AN_RS08050	WP_020451229.1		hypothetical protein
gene-ACZ0AN_RS08055	WP_020451230.1		hypothetical protein
gene-ACZ0AN_RS08060	WP_020451231.1		ABC-F family ATP-binding cassette domain-containing protein
gene-ACZ0AN_RS08065	WP_020451232.1		YybH family protein
gene-ACZ0AN_RS08070	WP_020451233.1		aminopeptidase
gene-ACZ0AN_RS08075	WP_003181378.1		protein YkpC
gene-ACZ0AN_RS08080	WP_020451234.1	mreBH	rod-share determining protein MreBH
gene-ACZ0AN_RS08085	WP_095290390.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein
gene-ACZ0AN_RS08090	WP_095290392.1		ATP-binding protein
gene-ACZ0AN_RS08095	WP_095290394.1		potassium channel family protein
gene-ACZ0AN_RS08100	WP_283931665.1	ade	adenine deaminase
gene-ACZ0AN_RS08105	WP_020451239.1	rnjA	ribonuclease J1
gene-ACZ0AN_RS08110	WP_020451240.1		DNA-dependent RNA polymerase subunit epsilon
gene-ACZ0AN_RS08115	WP_026579777.1		Cof-type HAD-IIB family hydrolase
gene-ACZ0AN_RS08120	WP_095290533.1	def	peptide deformylase
gene-ACZ0AN_RS08125	WP_003181399.1		YjcZ family sporulation protein
gene-ACZ0AN_RS08130	WP_020451243.1		YkyA family protein
gene-ACZ0AN_RS08135	WP_020451244.1	pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
gene-ACZ0AN_RS08140	WP_020451245.1	pdhB	pyruvate dehydrogenase complex E1 component subunit beta
gene-ACZ0AN_RS08145	WP_026579774.1		dihydrolipoamide acetyltransferase family protein
gene-ACZ0AN_RS08150	WP_020451247.1	lpdA	dihydrolipoyl dehydrogenase
gene-ACZ0AN_RS08155	WP_020451248.1		hypothetical protein
gene-ACZ0AN_RS08160	WP_020451249.1		GapA-binding peptide SR1P
gene-ACZ0AN_RS08165	WP_095290397.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
gene-ACZ0AN_RS08170	WP_020451251.1		UPF0223 family protein
gene-ACZ0AN_RS08175	WP_023857270.1		YktB family protein
gene-ACZ0AN_RS08180	WP_020451253.1		hypothetical protein
gene-ACZ0AN_RS08185	WP_095290399.1		inositol monophosphatase family protein
gene-ACZ0AN_RS08190	WP_095290402.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS08195	WP_095290404.1		hypothetical protein
gene-ACZ0AN_RS08200	WP_095290406.1		hypothetical protein
gene-ACZ0AN_RS08205	WP_020451258.1		sigma-70 family RNA polymerase sigma factor
gene-ACZ0AN_RS08210	WP_020451259.1		anti-sigma factor family protein
gene-ACZ0AN_RS08215	WP_020451261.1		YlaF family protein
gene-ACZ0AN_RS08220	WP_020451262.1	typA	translational GTPase TypA
gene-ACZ0AN_RS08225	WP_003181448.1		YlaH-like family protein
gene-ACZ0AN_RS08230	WP_023857268.1		MarR family transcriptional regulator
gene-ACZ0AN_RS08235	WP_095290409.1		monooxygenase
gene-ACZ0AN_RS08240	WP_003181456.1		YlaI family protein
gene-ACZ0AN_RS08245	WP_020451265.1		YhcN/YlaJ family sporulation lipoprotein
gene-ACZ0AN_RS08250	WP_020451266.1		PhoH family protein
gene-ACZ0AN_RS08255	WP_023857266.1		hypothetical protein
gene-ACZ0AN_RS08260	WP_371268713.1	glsA	glutaminase A
gene-ACZ0AN_RS08265	WP_003181465.1		Fpa/YlaN family protein
gene-ACZ0AN_RS08270	WP_020451269.1		FtsW/RodA/SpoVE family cell cycle protein
gene-ACZ0AN_RS08275	WP_020451270.1	pyc	pyruvate carboxylase
gene-ACZ0AN_RS08280	WP_020451271.1		COX15/CtaA family protein
gene-ACZ0AN_RS08285	WP_020451272.1	cyoE	heme o synthase
gene-ACZ0AN_RS08290	WP_020451273.1	coxB	cytochrome c oxidase subunit II
gene-ACZ0AN_RS08295	WP_023857264.1	ctaD	cytochrome c oxidase subunit I
gene-ACZ0AN_RS08300	WP_020451275.1	ctaE	cytochrome c oxidase subunit III
gene-ACZ0AN_RS08305	WP_020451276.1	ctaF	cytochrome c oxidase subunit IVB
gene-ACZ0AN_RS08310	WP_025811368.1	ctaG	cytochrome c oxidase assembly factor CtaG
gene-ACZ0AN_RS08315	WP_020451278.1		YugN family protein
gene-ACZ0AN_RS08320	WP_023857262.1		CBS domain-containing protein
gene-ACZ0AN_RS08325	WP_095290414.1		CAP domain-containing protein
gene-ACZ0AN_RS08330	WP_020451281.1	ylbD	YlbD family protein
gene-ACZ0AN_RS08335	WP_020451282.1		YlbE-like family protein
gene-ACZ0AN_RS08340	WP_256163750.1		hypothetical protein
gene-ACZ0AN_RS08345	WP_095290416.1	ricF	regulatory iron-sulfur-containing complex subunit RicF
gene-ACZ0AN_RS08350	WP_009328559.1		YlbG family protein
gene-ACZ0AN_RS08355	WP_256163752.1		hypothetical protein
gene-ACZ0AN_RS08360	WP_020451284.1	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
gene-ACZ0AN_RS08365	WP_020451285.1	coaD	pantetheine-phosphate adenylyltransferase
gene-ACZ0AN_RS08370	WP_095290419.1	ylbJ	sporulation integral membrane protein YlbJ
gene-ACZ0AN_RS08375	WP_020451287.1		SepM family pheromone-processing serine protease
gene-ACZ0AN_RS08380	WP_026579766.1		nucleotidyltransferase
gene-ACZ0AN_RS08385	WP_023857255.1		YceD family protein
gene-ACZ0AN_RS08390	WP_003181522.1	rpmF	50S ribosomal protein L32
gene-ACZ0AN_RS08395	WP_023857254.1	gerR	sporulation-specific transcriptional regulator GerR
gene-ACZ0AN_RS08400	WP_095290421.1		N-acetyltransferase
gene-ACZ0AN_RS08405	WP_463315680.1		2-dehydropantoate 2-reductase
gene-ACZ0AN_RS08410	WP_020451293.1	bshC	bacillithiol biosynthesis cysteine-adding enzyme BshC
gene-ACZ0AN_RS08415	WP_009328555.1	mraZ	division/cell wall cluster transcriptional repressor MraZ
gene-ACZ0AN_RS08420	WP_020451294.1	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
gene-ACZ0AN_RS08425	WP_043927563.1	ftsL	cell division protein FtsL
gene-ACZ0AN_RS08430	WP_020451296.1		penicillin-binding protein
gene-ACZ0AN_RS08435	WP_020451297.1		stage V sporulation protein D
gene-ACZ0AN_RS08440	WP_101560822.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
gene-ACZ0AN_RS08445	WP_020451299.1	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase
gene-ACZ0AN_RS08450	WP_020451300.1	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
gene-ACZ0AN_RS08455	WP_020451301.1	spoVE	stage V sporulation protein E
gene-ACZ0AN_RS08460	WP_145685923.1	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
gene-ACZ0AN_RS08465	WP_463315681.1	murB	UDP-N-acetylmuramate dehydrogenase
gene-ACZ0AN_RS08470	WP_020451304.1		cell division protein FtsQ/DivIB
gene-ACZ0AN_RS08475	WP_371268716.1		DUF881 domain-containing protein
gene-ACZ0AN_RS08480	WP_020451306.1		DUF881 domain-containing protein
gene-ACZ0AN_RS08485	WP_003181559.1		small basic family protein
gene-ACZ0AN_RS08490	WP_020451307.1	ftsA	cell division protein FtsA
gene-ACZ0AN_RS08495	WP_231006039.1	ftsZ	cell division protein FtsZ
gene-ACZ0AN_RS08500	WP_197407269.1		S8 family serine peptidase
gene-ACZ0AN_RS08505	WP_463315682.1		S8 family serine peptidase
gene-ACZ0AN_RS08510	WP_105978929.1	spoIIGA	sigma-E processing peptidase SpoIIGA
gene-ACZ0AN_RS08515	WP_003181573.1	sigE	RNA polymerase sporulation sigma factor SigE
gene-ACZ0AN_RS08520	WP_003181576.1	sigG	RNA polymerase sporulation sigma factor SigG
gene-ACZ0AN_RS08525	WP_020451313.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS08530	WP_079289138.1		putative RNA methyltransferase
gene-ACZ0AN_RS08535	WP_011197962.1		YlmC/YmxH family sporulation protein
gene-ACZ0AN_RS08540	WP_023857246.1	pgeF	peptidoglycan editing factor PgeF
gene-ACZ0AN_RS08545	WP_020451316.1		YggS family pyridoxal phosphate-dependent enzyme
gene-ACZ0AN_RS08550	WP_003181594.1	sepF	cell division protein SepF
gene-ACZ0AN_RS08555	WP_025811370.1		YggT family protein
gene-ACZ0AN_RS08560	WP_023857245.1		YlmH family RNA-binding protein
gene-ACZ0AN_RS08565	WP_020451319.1		DivIVA domain-containing protein
gene-ACZ0AN_RS08570	WP_048350284.1	ileS	isoleucine--tRNA ligase
gene-ACZ0AN_RS08575	WP_145624271.1		TraR/DksA family transcriptional regulator
gene-ACZ0AN_RS08580	WP_020451322.1	lspA	signal peptidase II
gene-ACZ0AN_RS08585	WP_023857242.1		RluA family pseudouridine synthase
gene-ACZ0AN_RS08590	WP_020451324.1	pyrR	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
gene-ACZ0AN_RS08595	WP_035338811.1	pyrP	uracil permease PyrP
gene-ACZ0AN_RS08600	WP_023857239.1		aspartate carbamoyltransferase catalytic subunit
gene-ACZ0AN_RS08605	WP_020451327.1		dihydroorotase
gene-ACZ0AN_RS08610	WP_023857237.1		carbamoyl phosphate synthase small subunit
gene-ACZ0AN_RS08615	WP_145645558.1	carB	carbamoyl-phosphate synthase large subunit
gene-ACZ0AN_RS08620	WP_023857236.1		dihydroorotate dehydrogenase electron transfer subunit
gene-ACZ0AN_RS08625	WP_023857235.1		dihydroorotate dehydrogenase
gene-ACZ0AN_RS08630	WP_026579746.1	pyrF	orotidine-5'-phosphate decarboxylase
gene-ACZ0AN_RS08635	WP_020451333.1	pyrE	orotate phosphoribosyltransferase
gene-ACZ0AN_RS08640	WP_369878884.1		YezD family protein
gene-ACZ0AN_RS08645	WP_023857233.1		phosphoadenylyl-sulfate reductase
gene-ACZ0AN_RS08650	WP_020451335.1		inorganic phosphate transporter
gene-ACZ0AN_RS08655	WP_020451336.1	sat	sulfate adenylyltransferase
gene-ACZ0AN_RS08660	WP_020451337.1	cysC	adenylyl-sulfate kinase
gene-ACZ0AN_RS08665	WP_095290449.1	cobA	uroporphyrinogen-III C-methyltransferase
gene-ACZ0AN_RS08670	WP_154059137.1		sirohydrochlorin chelatase
gene-ACZ0AN_RS08675	WP_080131361.1		precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase family protein
gene-ACZ0AN_RS08680	WP_020451341.1		Rqc2 family fibronectin-binding protein
gene-ACZ0AN_RS08685	WP_035338801.1		calcium-translocating P-type ATPase%2C SERCA-type
gene-ACZ0AN_RS08690	WP_023857229.1		YicC/YloC family endoribonuclease
gene-ACZ0AN_RS08695	WP_003181657.1	remA	extracellular matrix/biofilm regulator RemA
gene-ACZ0AN_RS08700	WP_003181659.1	gmk	guanylate kinase
gene-ACZ0AN_RS08705	WP_020451344.1	rpoZ	DNA-directed RNA polymerase subunit omega
gene-ACZ0AN_RS08710	WP_130569304.1	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
gene-ACZ0AN_RS08715	WP_130569303.1	priA	primosomal protein N'
gene-ACZ0AN_RS08720	WP_020451347.1	def	peptide deformylase
gene-ACZ0AN_RS08725	WP_463315683.1	fmt	methionyl-tRNA formyltransferase
gene-ACZ0AN_RS08730	WP_035338795.1	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
gene-ACZ0AN_RS08735	WP_023857226.1	rlmN	dual-specificity RNA methyltransferase RlmN
gene-ACZ0AN_RS08740	WP_026579742.1		Stp1/IreP family PP2C-type Ser/Thr phosphatase
gene-ACZ0AN_RS08745	WP_035338794.1	pknB	Stk1 family PASTA domain-containing Ser/Thr kinase
gene-ACZ0AN_RS08750	WP_035338792.1	rsgA	ribosome small subunit-dependent GTPase A
gene-ACZ0AN_RS08755	WP_035338791.1	rpe	ribulose-phosphate 3-epimerase
gene-ACZ0AN_RS08760	WP_149169486.1		thiamine diphosphokinase
gene-ACZ0AN_RS08765	WP_003221545.1	spoVM	stage V sporulation protein SpoVM
gene-ACZ0AN_RS08770	WP_003181685.1	rpmB	50S ribosomal protein L28
gene-ACZ0AN_RS08775	WP_003181687.1		Asp23/Gls24 family envelope stress response protein
gene-ACZ0AN_RS08780	WP_023857220.1		DAK2 domain-containing protein
gene-ACZ0AN_RS08785	WP_020451357.1	sdaAB	L-serine ammonia-lyase%2C iron-sulfur-dependent subunit beta
gene-ACZ0AN_RS08790	WP_020451358.1	sdaAA	L-serine ammonia-lyase%2C iron-sulfur-dependent%2C subunit alpha
gene-ACZ0AN_RS08795	WP_249726508.1	recG	ATP-dependent DNA helicase RecG
gene-ACZ0AN_RS08800	WP_020451360.1	fapR	transcription factor FapR
gene-ACZ0AN_RS08805	WP_020451361.1	plsX	phosphate acyltransferase PlsX
gene-ACZ0AN_RS08810	WP_065644115.1	fabD	ACP S-malonyltransferase
gene-ACZ0AN_RS08815	WP_271725184.1	fabG	3-oxoacyl-[acyl-carrier-protein] reductase
gene-ACZ0AN_RS08820	WP_003181706.1	acpP	acyl carrier protein
gene-ACZ0AN_RS08825	WP_023857216.1	rnc	ribonuclease III
gene-ACZ0AN_RS08830	WP_463315684.1	smc	chromosome segregation protein SMC
gene-ACZ0AN_RS08835	WP_463315685.1	ftsY	signal recognition particle-docking protein FtsY
gene-ACZ0AN_RS08840	WP_020451367.1		putative DNA-binding protein
gene-ACZ0AN_RS08845	WP_020451368.1	ffh	signal recognition particle protein
gene-ACZ0AN_RS08850	WP_006638197.1	rpsP	30S ribosomal protein S16
gene-ACZ0AN_RS08855	WP_023857213.1		KH domain-containing protein
gene-ACZ0AN_RS08860	WP_020451370.1		YlqD family protein
gene-ACZ0AN_RS08865	WP_035338777.1	rimM	ribosome maturation factor RimM
gene-ACZ0AN_RS08870	WP_020451372.1	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD
gene-ACZ0AN_RS08875	WP_020451373.1	rplS	50S ribosomal protein L19
gene-ACZ0AN_RS08880	WP_020451374.1	ylqF	ribosome biogenesis GTPase YlqF
gene-ACZ0AN_RS08885	WP_048350339.1		ribonuclease HII
gene-ACZ0AN_RS08890	WP_458117942.1		hypothetical protein
gene-ACZ0AN_RS08895	WP_020451377.1		FlhB-like flagellar biosynthesis protein
gene-ACZ0AN_RS08900	WP_026579739.1	sucC	ADP-forming succinate--CoA ligase subunit beta
gene-ACZ0AN_RS08905	WP_020451379.1	sucD	succinate--CoA ligase subunit alpha
gene-ACZ0AN_RS08910	WP_026579738.1	dprA	DNA-processing protein DprA
gene-ACZ0AN_RS08915	WP_020451381.1	topA	type I DNA topoisomerase
gene-ACZ0AN_RS08920	WP_020451382.1	trmFO	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO
gene-ACZ0AN_RS08925	WP_020451383.1	xerC	tyrosine recombinase XerC
gene-ACZ0AN_RS08930	WP_020451384.1	hslV	ATP-dependent protease subunit HslV
gene-ACZ0AN_RS08935	WP_025811384.1	hslU	HslU--HslV peptidase ATPase subunit
gene-ACZ0AN_RS08940	WP_003181756.1	codY	GTP-sensing pleiotropic transcriptional regulator CodY
gene-ACZ0AN_RS08945	WP_020451387.1	flgB	flagellar basal body rod protein FlgB
gene-ACZ0AN_RS08950	WP_025811385.1	flgC	flagellar basal body rod protein FlgC
gene-ACZ0AN_RS08955	WP_020451389.1	fliE	flagellar hook-basal body complex protein FliE
gene-ACZ0AN_RS08960	WP_020451390.1	fliF	flagellar basal-body MS-ring/collar protein FliF
gene-ACZ0AN_RS08965	WP_020451391.1	fliG	flagellar motor switch protein FliG
gene-ACZ0AN_RS08970	WP_020451392.1	fliH	flagellar assembly protein FliH
gene-ACZ0AN_RS08975	WP_020451393.1	fliI	flagellar protein export ATPase FliI
gene-ACZ0AN_RS08980	WP_020451394.1	fliJ	flagellar export protein FliJ
gene-ACZ0AN_RS08985	WP_020451395.1		MotE family protein
gene-ACZ0AN_RS08990	WP_020451396.1		flagellar hook-length control protein FliK
gene-ACZ0AN_RS08995	WP_035338769.1	flgD	flagellar hook assembly protein FlgD
gene-ACZ0AN_RS09000	WP_035338767.1	flgG	flagellar basal body rod protein FlgG
gene-ACZ0AN_RS09005	WP_101560838.1	swrD	swarming motility protein SwrD
gene-ACZ0AN_RS09010	WP_020451399.1	fliL	flagellar basal body-associated protein FliL
gene-ACZ0AN_RS09015	WP_020451400.1	fliM	flagellar motor switch protein FliM
