ve_protein	pa_protein	identity	alignment_length	mismatches	gapopen	qstart	qend	sstart	send	evalue	bitscore
WP_209387537.1	WP_020452756.1	0.65	80	28	0	1	80	1	80	2.2349999999999998e-29	107
WP_209387583.1	WP_025810763.1	0.688	806	251	0	1	806	1	806	0.0	1109
WP_209387589.1	WP_020450027.1	0.763	220	52	0	1	220	1	220	7.957e-114	358
WP_209388175.1	WP_095290351.1	0.577	154	63	0	11	164	13	162	4.497e-59	197
WP_209388179.1	WP_095290365.1	0.575	258	107	0	1	258	1	253	3.573e-89	289
WP_209388202.1	WP_023857266.1	0.487	160	81	0	1	158	1	160	7.023e-43	150
WP_209388206.1	WP_023857255.1	0.75	172	43	0	1	172	1	171	1.213e-85	274
WP_209388209.1	WP_463315682.1	0.601	1431	570	0	1	1431	1	1429	0.0	1829
WP_209388245.1	WP_145645652.1	0.711	319	92	0	1	319	1	319	6.218e-157	488
WP_209388249.1	WP_095292687.1	0.578	390	163	0	1	390	1	387	5.042e-142	449
WP_209388296.1	WP_044803292.1	0.893	403	43	0	18	420	1	403	4.2759999999999994e-257	783
WP_007407608.1	WP_020453282.1	0.761	318	76	0	1	318	1	318	5.943e-157	488
WP_007408053.1	WP_020452578.1	0.934	394	26	0	1	394	1	394	7.119000000000001e-246	749
WP_007408062.1	WP_020452566.1	0.765	166	39	0	1	166	1	166	1.941e-86	276
WP_007408352.1	WP_020452133.1	0.779	86	18	0	1	84	1	86	7.063999999999999e-41	140
WP_007408702.1	WP_020452815.1	0.571	196	84	0	1	196	1	196	3.63e-77	251
WP_007408709.1	WP_026580067.1	0.775	406	91	0	1	406	1	405	1.514e-216	665
WP_007408755.1	WP_023856407.1	0.756	74	18	0	1	74	1	74	3.619e-35	123
WP_007409044.1	WP_023855222.1	0.376	262	158	0	4	258	6	267	5.8030000000000005e-55	191
WP_012118345.1	WP_079289236.1	0.742	284	73	0	1	284	1	284	7.71e-146	454
WP_014305310.1	WP_020451956.1	0.649	359	126	0	1	359	1	359	2.479e-162	506
WP_014305500.1	WP_020452419.1	0.908	381	35	0	1	381	1	381	4.4640000000000004e-244	743
WP_014305882.1	WP_009329528.1	0.881	160	19	0	1	160	5	164	1.797e-101	319
WP_014416905.1	WP_020450171.1	0.662	314	105	0	1	313	1	314	7.708e-135	424
WP_014416916.1	WP_039073224.1	0.66	377	126	0	1	371	1	377	2.169e-160	501
WP_014416934.1	WP_020450222.1	0.747	95	24	0	1	95	1	95	1.3789999999999998e-47	160
WP_014417100.1	WP_020450435.1	0.953	430	20	0	1	430	1	430	3.896e-279	847
WP_014417122.1	WP_023855610.1	0.838	304	49	0	1	303	1	304	2.022e-170	526
WP_014418408.1	WP_020452248.1	0.349	141	88	0	4	139	5	145	1.212e-21	88
WP_014418748.1	WP_023856137.1	0.583	84	35	0	1	84	1	84	4.938e-30	109
WP_014418753.1	WP_283774278.1	0.715	609	173	0	16	623	2	610	4.653e-304	930
WP_014418764.1	WP_145625260.1	0.463	287	153	0	12	297	1	287	2.644e-76	254
WP_014418959.1	WP_065644290.1	0.738	191	50	0	1	191	1	191	7.056e-101	319
WP_014418969.1	WP_463315607.1	0.561	566	247	0	15	578	12	577	1.157e-210	658
WP_014418974.1	WP_023856359.1	0.891	194	21	0	1	194	1	194	8.008999999999999e-118	368
WP_014419191.1	WP_023857600.1	0.261	168	117	0	9	176	4	162	5.833e-14	68
WP_014419199.1	WP_020450017.1	0.576	250	105	0	1	249	1	250	6.32e-98	314
WP_088461189.1	WP_016885534.1	0.733	206	55	0	1	206	11	216	3.139e-100	318
WP_095270535.1	WP_020452899.1	0.668	471	156	0	1	471	1	471	7.677e-217	670
WP_095270778.1	WP_101561430.1	0.78	242	53	0	1	242	1	242	2.4110000000000003e-122	384
WP_095273110.1	WP_249726614.1	0.703	358	106	0	1	358	1	358	2.587e-164	512
WP_095273163.1	WP_080131388.1	0.328	193	126	0	1	189	1	193	1.754e-28	110
WP_095273206.1	WP_026580622.1	0.696	89	27	0	1	89	1	89	2.23e-39	136
WP_095273341.1	WP_033155065.1	0.694	255	78	0	6	260	4	258	1.365e-110	351
WP_104843074.1	WP_020450128.1	0.772	189	43	0	13	201	1	189	1.415e-99	316
WP_106067873.1	WP_020450921.1	0.711	385	111	0	1	385	1	385	3.96e-186	576
WP_106080393.1	WP_144497729.1	0.698	667	201	0	1	667	1	666	6.373e-316	967
WP_151140065.1	WP_023856015.1	0.644	304	108	0	1	303	1	304	1.2580000000000001e-132	417
WP_154817934.1	WP_195258462.1	0.317	289	195	0	1	289	1	287	2.954e-47	169
WP_174532741.1	WP_238405958.1	0.37	209	122	0	33	241	10	204	3.122e-33	126
WP_174747369.1	WP_025810646.1	0.704	345	102	0	1	345	1	345	1.2160000000000002e-162	506
WP_209387890.1	WP_146873720.1	0.835	426	70	0	10	435	9	434	1.3069999999999999e-241	739
WP_209387893.1	WP_257419528.1	0.713	262	75	0	3	264	5	266	4.207e-134	419
WP_209387929.1	WP_396278994.1	0.72	416	116	0	10	425	11	426	1.953e-198	614
WP_209387935.1	WP_020449955.1	0.757	247	59	0	1	247	1	245	1.823e-126	396
WP_209388128.1	WP_020451485.1	0.55	396	176	0	1	393	1	396	1.27e-140	445
WP_209388151.1	WP_023856766.1	0.712	540	155	0	1	539	1	540	1.0559999999999999e-269	826
WP_209388154.1	WP_458110479.1	0.761	319	76	0	1	319	1	319	4.726e-162	503
WP_209388157.1	WP_154059126.1	0.72	415	116	0	1	415	1	415	3.325e-194	601
WP_209388213.1	WP_023857236.1	0.722	256	71	0	1	256	1	256	1.4890000000000001e-124	391
WP_209388219.1	WP_130569304.1	0.726	398	108	0	1	398	2	397	7.725e-189	585
WP_209388261.1	WP_020451502.1	0.676	71	22	0	1	71	1	70	5.3070000000000006e-30	108
WP_004392983.1	WP_003178022.1	0.949	79	4	0	1	79	1	79	5.974e-48	160
WP_004393104.1	WP_003177967.1	0.931	235	16	0	1	235	1	235	2.968e-149	461
WP_004393168.1	WP_026580436.1	0.686	51	16	0	1	51	1	51	6.449e-20	78
WP_007407477.1	WP_075212710.1	0.659	305	103	0	1	305	1	303	1.315e-132	417
WP_007407528.1	WP_023857148.1	0.634	290	106	0	1	290	1	290	4.799e-125	395
WP_007407833.1	WP_023856874.1	0.961	286	11	0	1	286	1	286	9.815e-189	578
WP_007407895.1	WP_065643462.1	0.882	264	31	0	1	264	1	264	2.459e-157	486
WP_007408146.1	WP_035338217.1	0.854	199	29	0	1	199	1	199	2.051e-118	370
WP_007408166.1	WP_020452450.1	0.734	283	74	0	3	282	7	289	4.477e-136	426
WP_007408188.1	WP_023855397.1	0.771	517	118	0	1	517	1	517	3.7889999999999996e-262	803
WP_007610678.1	WP_020450965.1	0.804	45	8	0	7	51	2	41	9.119e-17	69
WP_007610809.1	WP_020451022.1	0.548	62	28	0	7	68	12	73	8.067e-18	73
WP_007611720.1	WP_020451591.1	0.898	207	21	0	1	206	1	207	4.341e-122	381
WP_007611945.1	WP_020451765.1	0.707	178	52	0	1	178	1	177	2.1299999999999998e-82	265
WP_007613980.1	WP_023856924.1	0.838	408	66	0	1	408	1	408	4.253e-233	713
WP_007614078.1	WP_020453097.1	0.744	282	72	0	1	282	3	284	6.027e-139	434
WP_007614257.1	WP_020453374.1	0.59	83	33	0	4	84	5	87	6.787e-27	100
WP_011996156.1	WP_031305058.1	0.74	431	111	0	13	443	3	431	3.9459999999999996e-215	663
WP_012116810.1	WP_026580551.1	0.67	97	32	0	8	104	2	98	1.51e-42	146
WP_014419178.1	WP_023857021.1	0.752	457	113	0	1	457	1	457	2.21e-230	708
WP_014721086.1	WP_003181237.1	0.658	41	14	0	1	41	1	41	3.486e-13	58
WP_014721606.1	WP_023855407.1	0.405	193	111	0	1	193	1	188	6.539e-44	155
WP_014722010.1	WP_020453435.1	0.727	338	92	0	1	338	1	338	5.7900000000000004e-176	544
WP_015417748.1	WP_043054372.1	0.827	394	68	0	1	394	1	394	8.583e-226	691
WP_015417856.1	WP_023855255.1	0.633	251	90	0	1	245	1	251	1.156e-104	333
WP_015418038.1	WP_016885609.1	0.796	108	21	0	1	103	1	108	3.818e-52	174
WP_017417680.1	WP_065644040.1	0.751	374	93	0	1	374	1	374	1.283e-193	597
WP_209387405.1	WP_197407164.1	0.543	273	124	0	1	273	1	273	1.365e-92	300
WP_209387439.1	WP_025811149.1	0.84	294	47	0	1	294	1	294	2.3229999999999997e-164	508
WP_209387443.1	WP_020452244.1	0.757	157	38	0	1	157	1	157	1.1780000000000001e-78	253
WP_209387447.1	WP_003183704.1	0.822	96	17	0	1	96	1	96	2.777e-48	162
WP_209387485.1	WP_025810900.1	0.249	357	261	0	3	351	4	360	7.993e-31	123
WP_209387542.1	WP_023856145.1	0.571	133	57	0	5	137	2	134	1.418e-50	171
WP_209387544.1	WP_080131483.1	0.707	799	234	0	1	799	1	799	0.0	1208
WP_209387550.1	WP_096748291.1	0.546	434	194	0	1	428	1	434	6.707e-156	491
WP_209387911.1	WP_026580583.1	0.681	380	121	0	2	381	3	382	2.7959999999999997e-179	556
WP_209387953.1	WP_103750420.1	0.645	510	180	0	1	510	1	509	1.3089999999999999e-235	726
WP_209387955.1	WP_103750417.1	0.544	730	329	0	13	735	12	741	4.19e-268	832
WP_209387979.1	WP_095292869.1	0.264	263	192	0	13	275	3	264	3.2880000000000005e-20	89
WP_209388325.1	WP_095289973.1	0.715	1232	350	0	1	1232	1	1228	0.0	1827
WP_209388358.1	WP_023855508.1	0.765	384	90	0	1	384	1	384	4.7320000000000003e-212	651
WP_209388362.1	WP_463315583.1	0.789	295	62	0	3	297	11	305	3.2070000000000004e-162	502
WP_280878960.1	WP_025810593.1	0.657	385	131	0	20	403	1	385	1.957e-168	526
WP_003150686.1	WP_003178144.1	0.604	86	34	0	1	86	1	86	2.321e-30	110
WP_003151361.1	WP_026580195.1	0.906	129	12	0	1	129	1	129	1.3990000000000002e-79	254
WP_003151393.1	WP_020453113.1	0.662	88	29	0	1	88	1	88	8.845e-33	117
WP_003151438.1	WP_020453089.1	0.792	77	16	0	1	77	1	77	3.575e-37	129
WP_003151444.1	WP_020453085.1	0.523	107	51	0	1	107	1	107	3.705e-35	125
WP_003151503.1	WP_020453050.1	0.767	185	43	0	1	185	1	185	2.5130000000000003e-96	306
WP_003151616.1	WP_020453004.1	0.908	394	36	0	1	394	1	394	1.1779999999999999e-239	731
WP_003151845.1	WP_020452878.1	0.576	78	33	0	1	78	1	78	1.351e-31	113
WP_003151851.1	WP_003185053.1	0.783	222	48	0	1	222	1	222	3.9259999999999996e-114	359
WP_003151895.1	WP_023856275.1	0.351	266	169	0	32	293	8	273	1.0719999999999998e-53	188
WP_003152653.1	WP_023855422.1	0.774	226	51	0	1	226	1	226	1.605e-117	369
WP_003152660.1	WP_003184027.1	0.872	102	13	0	1	102	1	102	3.338e-57	188
WP_003152662.1	WP_003184023.1	0.946	93	5	0	1	93	1	93	1.12e-56	186
WP_003152685.1	WP_023855398.1	0.874	334	42	0	1	334	1	334	9.274e-195	598
WP_003152697.1	WP_020452418.1	0.708	127	37	0	1	127	1	127	4.7060000000000005e-58	192
WP_003152716.1	WP_023855390.1	0.926	734	54	0	1	734	1	733	0.0	1399
WP_003152730.1	WP_145645228.1	0.927	138	10	0	1	138	1	138	1.609e-82	263
WP_003152741.1	WP_003183926.1	0.72	43	12	0	1	43	1	43	2.41e-17	70
WP_003152751.1	WP_016885528.1	0.849	93	14	0	1	93	1	93	1.4439999999999998e-53	177
WP_003152889.1	WP_020452261.1	0.824	342	60	0	1	342	1	342	1.1999999999999998e-187	578
WP_003154162.1	WP_020451445.1	0.865	245	33	0	3	245	4	248	5.4399999999999994e-139	432
WP_003154176.1	WP_003181887.1	0.837	86	14	0	1	85	1	86	6.034e-43	146
WP_003154283.1	WP_026579739.1	0.94	385	23	0	1	385	1	385	1.891e-238	727
WP_003154299.1	WP_020451367.1	0.827	110	18	0	1	110	1	107	1.338e-54	181
WP_003154312.1	WP_271725184.1	0.837	246	40	0	1	246	1	246	4.486e-133	415
WP_003154673.1	WP_009328607.1	0.95	163	8	0	2	164	3	165	8.327e-111	346
WP_003154679.1	WP_075213206.1	0.885	218	25	0	1	218	1	218	1.274e-133	415
WP_003154690.1	WP_020451145.1	0.557	61	26	0	1	60	1	61	1.115e-14	65
WP_003154717.1	WP_020451125.1	0.803	61	12	0	1	61	1	61	4.1649999999999996e-29	105
WP_003154733.1	WP_096748033.1	0.705	51	15	0	1	51	1	51	5.815e-20	78
WP_007408258.1	WP_025811125.1	0.687	189	59	0	1	189	1	189	2.523e-94	300
WP_007408273.1	WP_020452259.1	0.931	612	42	0	1	612	1	612	0.0	1127
WP_007408286.1	WP_003183626.1	0.914	47	4	0	1	47	1	47	6.013e-25	92
WP_007408296.1	WP_026579292.1	0.806	289	56	0	5	293	6	294	1.129e-154	480
WP_007408640.1	WP_026580038.1	0.783	429	93	0	1	429	1	429	8.441999999999999e-235	719
WP_007408662.1	WP_020452777.1	0.691	185	57	0	1	185	1	185	5.939e-83	267
WP_007408694.1	WP_023857108.1	0.56	66	29	0	1	66	1	66	4.554e-24	91
WP_007408902.1	WP_020450441.1	0.757	194	47	0	1	194	1	194	2.282e-98	312
WP_007610259.1	WP_020450676.1	0.738	210	55	0	12	221	1	210	4.709999999999999e-103	327
WP_007610306.1	WP_023856512.1	0.732	142	38	0	1	142	1	142	1.6849999999999999e-68	223
WP_007610478.1	WP_020450828.1	0.693	75	23	0	1	75	1	75	7.133e-30	108
WP_007612334.1	WP_020452028.1	0.818	149	27	0	1	149	1	149	7.696e-80	256
WP_007612510.1	WP_025811170.1	0.689	159	49	0	1	159	1	159	6e-62	205
WP_007613496.1	WP_035337619.1	0.924	330	25	0	1	330	1	330	5.408e-208	636
WP_007613583.1	WP_020450047.1	0.313	232	158	0	10	241	7	237	1.3800000000000002e-34	130
WP_012116860.1	WP_026580582.1	0.666	300	100	0	3	302	4	303	3.649e-131	413
WP_012117051.1	WP_020450520.1	0.911	518	46	0	1	518	1	518	1e-323	981
WP_022553545.1	WP_020450962.1	0.507	128	63	0	1	128	1	128	2.24e-33	121
WP_024085986.1	WP_023857627.1	0.509	51	23	0	1	48	1	51	6.48e-11	52
WP_029575323.1	WP_023856141.1	0.79	205	43	0	1	205	1	205	4.358e-113	355
WP_029973990.1	WP_020453055.1	0.594	79	32	0	1	79	1	79	2.6770000000000003e-30	110
WP_032863920.1	WP_224146418.1	0.752	493	122	0	1	493	1	492	4.7120000000000006e-247	758
WP_032873626.1	WP_023855512.1	0.849	432	65	0	1	432	1	432	2.9149999999999998e-257	784
WP_048367736.1	WP_463315563.1	0.797	483	97	0	2	484	7	484	1.0590000000000001e-268	820
WP_048367823.1	WP_051967027.1	0.591	71	28	0	3	71	154	224	8.178000000000001e-26	96
WP_209387994.1	WP_020450941.1	0.407	226	130	0	2	221	4	229	1.0539999999999999e-51	179
WP_209388034.1	WP_020450658.1	0.776	375	83	0	1	375	1	372	4.02e-200	616
WP_209388038.1	WP_020450668.1	0.769	381	88	0	1	381	1	381	3.3549999999999997e-206	634
WP_209388071.1	WP_048350786.1	0.593	123	50	0	1	123	1	123	3.022e-52	175
WP_209388073.1	WP_020450831.1	0.643	202	72	0	1	202	2	203	8.761e-90	288
WP_209388079.1	WP_020450883.1	0.472	181	91	0	2	175	5	185	2.503e-47	164
WP_209388240.1	WP_020451410.1	0.643	356	126	0	1	354	1	356	3.407e-146	459
WP_209388280.1	WP_249726467.1	0.732	142	38	0	1	142	1	142	5.150000000000001e-72	233
WP_209388310.1	WP_463315701.1	0.74	2549	662	0	1	2549	1	2546	0.0	3896
WP_280879556.1	WP_306453692.1	0.776	349	78	0	1	349	10	358	1.9309999999999998e-181	561
WP_369719112.1	WP_370510583.1	0.771	166	38	0	6	171	3	168	2.482e-77	250
WP_369878818.1	WP_161517296.1	0.669	209	69	0	2	210	4	212	1.058e-97	311
WP_003152771.1	WP_023855370.1	0.742	66	17	0	1	66	1	66	2.416e-28	103
WP_007409940.1	WP_003178242.1	0.891	258	28	0	1	258	1	258	1.008e-155	481
WP_007409973.1	WP_020452994.1	0.798	208	42	0	1	208	1	208	1.781e-108	342
WP_007410036.1	WP_020452927.1	0.79	467	98	0	1	467	1	466	5.7640000000000006e-251	768
WP_007609791.1	WP_095293002.1	0.726	241	66	0	1	241	1	241	3.99e-120	378
WP_007609857.1	WP_035337048.1	0.849	346	52	0	1	346	1	346	1.884e-201	618
WP_007610842.1	WP_095323651.1	0.769	438	101	0	1	438	1	438	1.3899999999999999e-233	716
WP_007610913.1	WP_026579818.1	0.756	290	70	0	1	290	1	286	2.827e-144	450
WP_007612934.1	WP_020452486.1	0.841	239	38	0	1	239	1	239	1.6e-135	422
WP_007612991.1	WP_020452519.1	0.802	273	54	0	3	275	8	280	1.203e-153	476
WP_007614387.1	WP_145929971.1	0.763	127	30	0	1	127	1	127	1.36e-62	205
WP_012118093.1	WP_023855400.1	0.715	130	37	0	37	166	32	161	2.528e-59	198
WP_012118105.1	WP_020452452.1	0.647	187	66	0	1	187	1	187	6.795e-75	244
WP_012118125.1	WP_020452488.1	0.764	272	64	0	1	272	1	272	4.192e-138	431
WP_012118157.1	WP_023855477.1	0.7	310	93	0	1	310	1	310	1.661e-150	469
WP_014304219.1	WP_023855906.1	0.762	265	63	0	1	265	1	265	4.015e-135	422
WP_014304649.1	WP_020452571.1	0.651	181	63	0	1	181	1	181	4.7200000000000003e-76	247
WP_014305039.1	WP_023857657.1	0.72	150	42	0	1	150	1	150	3.712e-71	231
WP_014418323.1	WP_145654050.1	0.625	251	93	0	7	257	5	253	1.8e-105	336
WP_014418409.1	WP_020452249.1	0.893	330	35	0	1	330	1	330	5.496999999999999e-190	584
WP_014418416.1	WP_020452263.1	0.95	611	31	0	1	611	1	611	0.0	1172
WP_014418423.1	WP_025811124.1	0.849	366	55	0	1	366	1	366	1.092e-217	666
WP_014418430.1	WP_023855266.1	0.946	241	13	0	1	241	1	241	1.7709999999999998e-149	462
WP_014418515.1	WP_020452393.1	0.646	212	75	0	5	216	5	216	2.425e-91	293
WP_014418624.1	WP_023855493.1	0.796	314	64	0	1	313	1	314	2.921e-171	529
WP_014418678.1	WP_249726824.1	0.528	157	74	0	2	158	5	161	5.53e-54	182
WP_014418835.1	WP_020452888.1	0.86	266	37	0	1	266	1	266	2.327e-154	478
WP_100261650.1	WP_025811878.1	0.509	253	124	0	1	253	2	254	2.8819999999999998e-80	263
WP_109567136.1	WP_020452632.1	0.614	231	88	0	5	232	3	233	5.17e-91	293
WP_110085500.1	WP_020451902.1	0.74	420	109	0	1	420	1	420	2.222e-208	643
WP_129093794.1	WP_095291483.1	0.779	921	203	0	1	921	1	918	0.0	1499
WP_163094212.1	WP_463315596.1	0.784	487	105	0	1	487	1	487	4.924e-280	853
WP_167408947.1	WP_463315688.1	0.505	180	86	0	4	178	6	185	6.136e-57	192
WP_170616544.1	WP_095323521.1	0.956	364	16	0	1	364	6	369	2.841e-227	694
WP_209388177.1	WP_095290357.1	0.603	323	127	0	1	321	1	323	2.4440000000000003e-124	394
WP_209388201.1	WP_003181456.1	0.687	64	20	0	1	64	1	64	5.961e-28	102
WP_209388205.1	WP_026579766.1	0.614	414	159	0	1	413	1	414	2.106e-163	512
WP_209388208.1	WP_020451296.1	0.695	712	216	0	1	712	1	710	0.0	1045
WP_209388242.1	WP_020451423.1	0.884	1436	166	0	2	1437	3	1438	0.0	2669
WP_209388244.1	WP_020451435.1	0.659	311	106	0	1	311	1	311	3.754e-142	445
WP_209388248.1	WP_020451455.1	0.757	416	101	0	1	415	1	416	8.295e-211	649
WP_209388251.1	WP_035338727.1	0.784	636	135	0	1	624	1	636	0.0	999
WP_209388298.1	WP_463315564.1	0.345	5338	3181	0	8	5345	192	5049	0.0	3190
WP_209388302.1	WP_023855772.1	0.676	232	75	0	1	232	1	232	4.656e-109	345
WP_003155386.1	WP_020450678.1	0.846	176	27	0	1	176	1	176	3.661e-101	319
WP_003155407.1	WP_020450660.1	0.681	66	21	0	1	66	1	66	1.344e-26	98
WP_003155475.1	WP_003179942.1	0.875	176	22	0	1	176	1	176	1.221e-112	352
WP_003156024.1	WP_020451573.1	0.663	104	35	0	1	104	1	104	1.1139999999999999e-45	155
WP_003156176.1	WP_020450262.1	0.685	108	34	0	1	108	1	108	2.573e-47	160
WP_003156421.1	WP_020449849.1	0.816	49	9	0	1	49	1	49	1.3360000000000001e-25	94
WP_003156431.1	WP_020449850.1	0.926	232	17	0	1	232	1	232	1.106e-141	439
WP_003156545.1	WP_003178378.1	0.975	121	3	0	1	121	1	121	1.552e-74	239
WP_003156588.1	WP_020450096.1	0.608	148	56	0	1	145	1	148	1.565e-61	203
WP_003156640.1	WP_020452159.1	0.806	418	81	0	1	418	1	418	1.817e-220	677
WP_007409415.1	WP_020452026.1	0.862	116	16	0	1	116	1	116	5.412999999999999e-67	217
WP_007409427.1	WP_023857489.1	0.824	251	44	0	2	251	1	251	5.649e-133	415
WP_007409740.1	WP_095290449.1	0.789	257	54	0	1	257	1	257	1.04e-137	429
WP_007409774.1	WP_020451383.1	0.78	300	66	0	4	303	3	302	1.6260000000000002e-156	486
WP_007409796.1	WP_145645637.1	0.657	262	89	0	4	264	1	262	1.63e-110	351
WP_007410056.1	WP_023856236.1	0.531	126	58	0	1	125	1	126	4.191e-42	146
WP_007410071.1	WP_020452896.1	0.644	152	54	0	1	152	1	152	7.967000000000001e-65	213
WP_007410416.1	WP_023855901.1	0.476	147	77	0	1	147	1	147	9.699e-43	149
WP_007609269.1	WP_020452126.1	0.397	97	52	0	1	88	1	97	3.606e-13	61
WP_109566792.1	WP_026580632.1	0.782	528	115	0	1	527	1	528	4.0959999999999995e-284	867
WP_154817944.1	WP_249726582.1	0.739	609	157	0	1	602	1	609	2.279e-310	947
WP_173613484.1	WP_035338495.1	0.711	381	110	0	3	383	4	384	8.038e-186	575
WP_209387382.1	WP_035338534.1	0.654	318	110	0	3	320	1	318	7.938e-146	456
WP_209387385.1	WP_035338526.1	0.707	325	95	0	1	325	1	325	1.81e-156	487
WP_209387512.1	WP_025810988.1	0.467	308	162	0	1	308	1	305	1.361e-88	290
WP_209387516.1	WP_020452653.1	0.876	804	100	0	1	804	1	804	0.0	1532
WP_209387551.1	WP_249726768.1	0.644	2374	843	0	8	2375	10	2383	0.0	3193
WP_209387624.1	WP_023856361.1	0.84	213	34	0	1	213	1	213	5.239e-115	361
WP_209387628.1	WP_020450463.1	0.525	237	112	0	1	237	1	237	1.729e-80	263
WP_209387631.1	WP_020453084.1	0.711	364	105	0	1	364	1	363	5.206e-173	537
WP_209387675.1	WP_023857085.1	0.679	343	108	0	1	343	1	338	2.388e-153	479
WP_209387679.1	WP_026579237.1	0.358	117	74	0	1	117	8	123	1.009e-23	93
WP_209388045.1	WP_271725595.1	0.607	293	115	0	1	293	1	293	8.968e-118	374
WP_209388048.1	WP_081320853.1	0.53	372	174	0	4	375	5	375	3.252e-121	388
WP_209388080.1	WP_020450884.1	0.773	613	139	0	1	613	1	613	0.0	1055
WP_209388085.1	WP_020450903.1	0.606	145	57	0	1	145	1	145	1.194e-56	189
WP_209388126.1	WP_463315552.1	0.86	980	137	0	1	980	1	980	0.0	1832
WP_395940758.1	WP_050820841.1	0.673	300	98	0	2	301	3	302	1.006e-133	420
WP_481748173.1	WP_105981050.1	0.362	364	232	0	1	364	1	364	1.0589999999999999e-68	235
WP_003153608.1	WP_023857398.1	0.784	301	65	0	1	300	1	301	2.432e-167	517
WP_003153696.1	WP_020451846.1	0.732	56	15	0	1	56	1	56	9.047e-26	95
WP_003154219.1	WP_003181820.1	0.759	162	39	0	5	166	7	168	3.2899999999999997e-80	258
WP_003154237.1	WP_079289134.1	0.54	222	99	0	2	217	3	224	4.02e-68	226
WP_003154243.1	WP_101560838.1	0.76	71	17	0	1	71	1	71	4.285e-32	114
WP_003154259.1	WP_025811385.1	0.74	150	39	0	1	150	1	150	9.096e-70	227
WP_003154758.1	WP_020451103.1	0.696	135	41	0	2	136	3	137	9.339e-63	206
WP_007407470.1	WP_025810706.1	0.815	188	34	0	1	188	1	186	2.509e-102	323
WP_007407509.1	WP_026580203.1	0.786	446	95	0	1	446	1	446	9.013e-240	735
WP_007407537.1	WP_206761243.1	0.848	152	23	0	7	158	1	152	7.629e-84	268
WP_007407843.1	WP_039073077.1	0.841	310	49	0	1	310	1	310	1.465e-177	547
WP_007407883.1	WP_020450126.1	0.848	297	45	0	1	296	1	297	1.334e-171	529
WP_007407913.1	WP_023856805.1	0.617	157	59	0	5	161	4	158	1.6069999999999998e-60	201
WP_007408165.1	WP_020452451.1	0.79	224	47	0	8	231	1	224	5.408e-115	362
WP_007408187.1	WP_085959518.1	0.93	86	6	0	1	86	2	87	1.885e-47	159
WP_007408304.1	WP_023855212.1	0.738	298	77	0	5	300	6	303	7.865e-145	452
WP_007408329.1	WP_020452167.1	0.681	264	83	0	1	260	1	264	1.599e-117	371
WP_012117771.1	WP_043054348.1	0.55	40	18	0	1	40	1	40	3.105e-10	50
WP_012117815.1	WP_023857402.1	0.747	226	57	0	1	226	1	226	2.331e-113	357
WP_012118695.1	WP_025810624.1	0.739	262	67	0	1	257	1	262	1.559e-124	391
WP_012118784.1	WP_095291331.1	0.78	449	98	0	3	447	2	450	6.0720000000000005e-230	706
WP_014416746.1	WP_003178304.1	0.951	166	8	0	1	166	1	166	3.513e-96	304
WP_014416798.1	WP_016886100.1	0.423	222	127	0	4	225	1	221	1.514e-59	202
WP_014417064.1	WP_020450323.1	0.762	156	37	0	1	156	1	156	8.4e-83	265
WP_014417181.1	WP_020450540.1	0.839	249	40	0	1	249	1	249	1.208e-140	437
WP_014417219.1	WP_020450601.1	0.688	250	77	0	1	247	1	250	1.611e-113	359
WP_017419162.1	WP_059231341.1	0.546	139	63	0	16	154	3	141	5.321e-53	179
WP_021493384.1	WP_026579615.1	0.838	509	82	0	1	509	1	509	2.2370000000000002e-290	884
WP_021494045.1	WP_025811074.1	0.652	268	93	0	1	268	1	268	5.8100000000000004e-117	370
WP_021494173.1	WP_075213795.1	0.637	281	102	0	1	281	1	281	1.298e-112	358
WP_038461685.1	WP_145625111.1	0.546	641	290	0	1	640	1	641	5.296e-242	752
WP_061861616.1	WP_095291465.1	0.393	145	87	0	1	144	1	145	9.390000000000001e-34	123
WP_061861897.1	WP_101561566.1	0.356	204	128	0	1	200	1	204	2.438e-41	148
WP_061862020.1	WP_039072566.1	0.47	117	61	0	1	117	1	117	4.09e-31	114
WP_072177723.1	WP_031304951.1	0.743	269	69	0	2	270	6	274	3.2810000000000004e-131	411
WP_077721760.1	WP_020452157.1	0.67	294	96	0	1	293	1	294	2.6409999999999998e-136	427
WP_209387401.1	WP_031304985.1	0.766	265	62	0	5	269	2	266	5.525e-135	422
WP_209387440.1	WP_003183532.1	0.818	309	56	0	1	309	1	309	2.082e-164	509
WP_209387445.1	WP_020452253.1	0.664	307	103	0	1	307	1	307	6.768e-133	418
WP_209387481.1	WP_023855453.1	0.699	555	166	0	1	553	1	555	1.4450000000000002e-268	824
WP_209387486.1	WP_103750342.1	0.71	438	126	0	1	438	1	437	1.1960000000000001e-211	653
WP_209387540.1	WP_023856133.1	0.881	387	46	0	1	387	1	387	2.074e-238	727
WP_209387548.1	WP_249726872.1	0.474	1041	531	0	1	1041	1	1010	7.059999999999999e-307	960
WP_209387980.1	WP_026580514.1	0.421	349	195	0	3	339	4	352	1.862e-77	260
WP_209388147.1	WP_026579835.1	0.681	317	100	0	1	316	1	317	2.5329999999999997e-139	437
WP_209388184.1	WP_003181323.1	0.721	79	22	0	1	79	1	79	1.14e-34	122
WP_209388224.1	WP_035338794.1	0.687	656	202	0	1	645	1	656	7.598e-310	948
